MOVIES,SENTENCE,tag,word
,,PRP$,their
,,JJ,own
,,NN,mission
,,TO,to
,,VB,go
,,WRB,where
,,DT,no
,,NN,one
,,VBZ,has
,,VBN,gone
,,IN,before
Le dernier mercenaire,SENTENCE  #63,DT,a
,,JJ,mysterious
,,JJ,former
,,NN,secret
,,NN,service
,,NN,agent
,,MD,must
,,RB,urgently
,,VB,return
,,TO,to
,,VB,france
,,WRB,when
,,PRP$,his
,,JJ,estranged
,,NN,son
,,VBZ,is
,,RB,falsely
,,VBN,accused
,,IN,of
,,NNS,arms
,,CC,and
,,NN,drug
,,NN,trafficking
,,IN,by
,,DT,the
,,NN,government
,,VBG,following
,,DT,a
,,NN,blunder
,,IN,by
,,DT,an
,,JJ,overzealous
,,NN,bureaucrat
,,CC,and
,,DT,a
,,NN,mafia
,,NN,operation
Resort to Love,SENTENCE  #64,NNS,erica
,,WP,who
,,VBZ,ends
,,RP,up
,,IN,as
,,DT,the
,,NN,entertainment
,,IN,at
,,PRP$,her
,,NN,ex
,,NN,fiancé
,,NN,s
,,NN,wedding
,,IN,after
,,RB,reluctantly
,,VBG,taking
,,DT,a
,,NN,gig
,,IN,at
,,DT,a
,,JJ,luxurious
,,NN,island
,,NN,resort
,,IN,while
,,IN,in
,,DT,the
,,NN,wake
,,IN,of
,,DT,a
,,NN,music
,,NN,career
,,NN,meltdown
Evil,SENTENCE  #65,DT,a
,,JJ,skeptical
,,NN,female
,,JJ,clinical
,,NN,psychologist
,,VBZ,joins
,,DT,a
,,NN,priest
,,IN,in
,,NN,training
,,CC,and
,,DT,a
,,JJ,blue
,,JJ,collar
,,NN,contractor
,,IN,as
,,PRP,they
,,VBP,investigate
,,VBN,supposed
,,NNS,miracles
,,JJ,demonic
,,NN,possession
,,CC,and
,,JJ,other
,,JJ,extraordinary
,,NNS,occurrences
,,TO,to
,,VB,see
,,IN,if
,,EX,there
,,VBP,s
,,DT,a
,,JJ,scientific
,,NN,explanation
,,CC,or
,,IN,if
,,NN,something
,,RB,truly
,,JJ,supernatural
,,VBZ,is
,,IN,at
,,NN,work
The Expanse,SENTENCE  #66,IN,in
,,DT,the
,,JJ,24th
,,NN,century
,,DT,a
,,NN,disparate
,,NN,band
,,IN,of
,,NNS,antiheroes
,,IN,unravel
,,DT,a
,,JJ,vast
,,NN,conspiracy
,,WDT,that
,,VBZ,threatens
,,DT,the
,,JJ,solar
,,NN,system
,,VBD,s
,,JJ,fragile
,,NN,state
,,IN,of
,,JJ,cold
,,NN,war
New Amsterdam,SENTENCE  #67,DT,a
,,JJ,new
,,JJ,medical
,,NN,director
,,IN,breaks
,,DT,the
,,NNS,rules
,,TO,to
,,VB,heal
,,DT,the
,,NN,system
,,IN,at
,,JJ,america
,,JJ,s
,,JJS,oldest
,,JJ,public
,,NN,hospital
Line of Duty,SENTENCE  #68,NN,drama
,,NN,series
,,VBG,following
,,DT,the
,,NNS,investigations
,,IN,of
,,NN,ac
,,CD,12
,,DT,a
,,JJ,controversial
,,NN,police
,,JJ,anti
,,NN,corruption
,,NN,unit
The 100,SENTENCE  #69,VBN,set
,,NN,ninety
,,CD,seven
,,NNS,years
,,IN,after
,,DT,a
,,JJ,nuclear
,,NN,war
,,VBZ,has
,,VBN,destroyed
,,NN,civilization
,,WRB,when
,,DT,a
,,NN,spaceship
,,NN,housing
,,NN,humanity
,,VBP,s
,,NN,lone
,,NNS,survivors
,,VBZ,sends
,,CD,one
,,CD,hundred
,,NN,juvenile
,,NNS,delinquents
,,RB,back
,,TO,to
,,NN,earth
,,IN,in
,,NNS,hopes
,,IN,of
,,RB,possibly
,,VB,re
,,VBG,populating
,,DT,the
,,NN,planet
New Girl,SENTENCE  #70,IN,after
,,DT,a
,,JJ,bad
,,NN,break
,,RP,up
,,NN,jess
,,DT,an
,,NN,offbeat
,,JJ,young
,,NN,woman
,,VBZ,moves
,,IN,into
,,DT,an
,,NN,apartment
,,NN,loft
,,IN,with
,,CD,three
,,JJ,single
,,NNS,men
,,IN,although
,,PRP,they
,,VBP,find
,,PRP$,her
,,JJ,behavior
,,RB,very
,,JJ,unusual
,,DT,the
,,NNS,men
,,VB,support
,,PRP$,her
,,JJS,most
,,IN,of
,,DT,the
,,NN,time
Prison Break,SENTENCE  #71,JJ,due
,,TO,to
,,DT,a
,,JJ,political
,,NN,conspiracy
,,DT,an
,,JJ,innocent
,,NN,man
,,VBZ,is
,,VBN,sent
,,TO,to
,,NN,death
,,NN,row
,,CC,and
,,PRP$,his
,,JJ,only
,,NN,hope
,,VBZ,is
,,PRP$,his
,,NN,brother
,,WP,who
,,VBZ,makes
,,PRP,it
,,PRP$,his
,,NN,mission
,,TO,to
,,RB,deliberately
,,VB,get
,,PRP,himself
,,VBN,sent
,,TO,to
,,DT,the
,,JJ,same
,,NN,prison
,,IN,in
,,NN,order
,,TO,to
,,VB,break
,,DT,the
,,DT,both
,,IN,of
,,PRP,them
,,RP,out
,,IN,from
,,DT,the
,,NN,inside
Sex Education,SENTENCE  #72,DT,a
,,NN,teenage
,,NN,boy
,,IN,with
,,DT,a
,,NN,sex
,,NN,therapist
,,NN,mother
,,VBD,teams
,,RP,up
,,IN,with
,,DT,a
,,JJ,high
,,NN,school
,,NN,classmate
,,TO,to
,,VB,set
,,RP,up
,,DT,an
,,JJ,underground
,,NN,sex
,,NN,therapy
,,NN,clinic
,,IN,at
,,NN,school
A Classic Horror Story,SENTENCE  #73,IN,in
,,DT,this
,,JJ,gruesome
,,NN,suspense
,,NN,film
,,NNS,strangers
,,VBG,traveling
,,IN,in
,,JJ,southern
,,JJ,italy
,,NN,become
,,VBD,stranded
,,IN,in
,,DT,the
,,NNS,woods
,,WRB,where
,,PRP,they
,,MD,must
,,VB,fight
,,RB,desperately
,,TO,to
,,VB,get
,,RP,out
,,JJ,alive
Feels Like Ishq,SENTENCE  #74,JJ,short
,,NNS,films
,,VBP,follow
,,JJ,young
,,NNS,adults
,,IN,as
,,PRP,they
,,VBP,navigate
,,DT,the
,,NN,gamut
,,IN,of
,,NNS,emotions
,,IN,that
,,VBP,come
,,IN,with
,,VBG,finding
,,JJ,romantic
,,NN,connection
,,IN,in
,,JJ,unexpected
,,NNS,places
Young Royals,SENTENCE  #75,NN,prince
,,NN,wilhelm
,,VBZ,adjusts
,,TO,to
,,NN,life
,,IN,at
,,PRP$,his
,,JJ,prestigious
,,JJ,new
,,VBG,boarding
,,NN,school
,,NNS,hillerska
,,CC,but
,,VBG,following
,,PRP$,his
,,NN,heart
,,VBZ,proves
,,RBR,more
,,JJ,challenging
,,IN,than
,,JJ,anticipated
Shadow and Bone,SENTENCE  #76,JJ,dark
,,NNS,forces
,,NN,conspire
,,IN,against
,,JJ,orphan
,,NN,mapmaker
,,NN,alina
,,NN,starkov
,,WRB,when
,,PRP,she
,,VBZ,unleashes
,,DT,an
,,JJ,extraordinary
,,NN,power
,,WDT,that
,,MD,could
,,VB,change
,,DT,the
,,NN,fate
,,IN,of
,,PRP$,her
,,NN,war
,,JJ,torn
,,NN,world
The Hitman's Bodyguard,SENTENCE  #77,DT,the
,,NN,world
,,NN,s
,,JJ,top
,,NN,bodyguard
,,VBZ,gets
,,DT,a
,,JJ,new
,,NN,client
,,DT,a
,,NN,hitman
,,WP,who
,,MD,must
,,VB,testify
,,IN,at
,,DT,the
,,JJ,international
,,JJ,criminal
,,NN,court
,,PRP,they
,,MD,must
,,VB,put
,,PRP$,their
,,NNS,differences
,,RB,aside
,,CC,and
,,VB,work
,,RB,together
,,TO,to
,,VB,make
,,PRP,it
,,TO,to
,,DT,the
,,NN,trial
,,IN,on
,,NN,time
Mad Men,SENTENCE  #78,DT,a
,,NN,drama
,,IN,about
,,CD,one
,,IN,of
,,JJ,new
,,NN,york
,,NN,s
,,RBS,most
,,JJ,prestigious
,,NN,ad
,,NNS,agencies
,,IN,at
,,DT,the
,,NN,beginning
,,IN,of
,,DT,the
,,CD,1960s
,,VBG,focusing
,,IN,on
,,CD,one
,,IN,of
,,DT,the
,,NN,firm
,,VBZ,s
,,RBS,most
,,JJ,mysterious
,,CC,but
,,RB,extremely
,,VBD,talented
,,NN,ad
,,NNS,executives
,,VBP,donald
,,NN,draper
Élite,SENTENCE  #79,WRB,when
,,CD,three
,,VBG,working
,,NN,class
,,NNS,teenagers
,,VBP,begin
,,VBG,attending
,,DT,an
,,JJ,exclusive
,,JJ,private
,,NN,school
,,IN,in
,,NN,spain
,,DT,the
,,NN,clash
,,IN,between
,,PRP,them
,,CC,and
,,DT,the
,,JJ,wealthy
,,NNS,students
,,VBZ,leads
,,TO,to
,,VB,murder
Gilmore Girls,SENTENCE  #80,DT,a
,,NN,dramedy
,,VBG,centering
,,IN,around
,,DT,the
,,NN,relationship
,,IN,between
,,DT,a
,,VBG,thirtysomething
,,JJ,single
,,NN,mother
,,CC,and
,,PRP$,her
,,JJ,teen
,,NN,daughter
,,NN,living
,,IN,in
,,NNS,stars
,,JJ,hollow
,,NN,connecticut
Sky Rojo,SENTENCE  #81,JJ,coral
,,NN,wendy
,,CC,and
,,NN,gina
,,VBP,go
,,IN,on
,,DT,the
,,NN,run
,,IN,in
,,NN,search
,,IN,of
,,NN,freedom
,,IN,while
,,VBG,being
,,VBN,chased
,,IN,by
,,VBG,romeo
,,PRP$,their
,,NN,pimp
,,IN,from
,,JJ,las
,,JJ,novias
,,NN,club
,,CC,and
,,PRP$,his
,,NN,henchmen
,,NNS,moises
,,CC,and
,,JJ,christian
Lupin,SENTENCE  #82,VBN,inspired
,,IN,by
,,DT,the
,,NNS,adventures
,,IN,of
,,JJ,arsène
,,NN,lupin
,,NN,gentleman
,,NN,thief
,,NN,assane
,,NN,diop
,,VBZ,sets
,,RP,out
,,TO,to
,,VB,avenge
,,PRP$,his
,,NN,father
,,IN,for
,,DT,an
,,NN,injustice
,,VBN,inflicted
,,IN,by
,,DT,a
,,JJ,wealthy
,,NN,family
Trollhunters: Rise of the Titans,SENTENCE  #83,DT,the
,,NNS,heroes
,,IN,from
,,DT,the
,,NNS,trollhunters
,,NN,series
,,NN,team
,,RB,up
,,IN,on
,,DT,an
,,JJ,epic
,,NN,adventure
,,TO,to
,,VB,fight
,,DT,the
,,JJ,arcane
,,NN,order
,,IN,for
,,NN,control
,,IN,over
,,DT,the
,,NN,magic
,,WDT,that
,,VBZ,binds
,,PRP,them
,,DT,all
Heartland,SENTENCE  #84,DT,a
,,JJ,multi
,,JJ,generational
,,NN,saga
,,VBN,set
,,IN,in
,,JJ,alberta
,,NN,canada
,,CC,and
,,VBN,centered
,,IN,on
,,DT,a
,,NN,family
,,VBG,getting
,,IN,through
,,NN,life
,,RB,together
,,IN,in
,,DT,both
,,JJ,happy
,,CC,and
,,VBG,trying
,,NNS,times
Jurassic Park,SENTENCE  #85,DT,a
,,JJ,pragmatic
,,NN,paleontologist
,,VBG,visiting
,,DT,an
,,RB,almost
,,JJ,complete
,,NN,theme
,,NN,park
,,VBZ,is
,,VBN,tasked
,,IN,with
,,VBG,protecting
,,DT,a
,,NN,couple
,,IN,of
,,NNS,kids
,,IN,after
,,DT,a
,,NN,power
,,NN,failure
,,VBZ,causes
,,DT,the
,,NN,park
,,NN,s
,,VBD,cloned
,,NNS,dinosaurs
,,TO,to
,,VB,run
,,RB,loose
Family Guy,SENTENCE  #86,IN,in
,,DT,a
,,JJ,wacky
,,NN,rhode
,,NN,island
,,NN,town
,,DT,a
,,JJ,dysfunctional
,,NN,family
,,NN,strive
,,TO,to
,,VB,cope
,,IN,with
,,JJ,everyday
,,NN,life
,,IN,as
,,PRP,they
,,VBP,are
,,VBN,thrown
,,IN,from
,,CD,one
,,NN,crazy
,,NN,scenario
,,TO,to
,,DT,another
Daredevil,SENTENCE  #87,DT,a
,,JJ,blind
,,NN,lawyer
,,IN,by
,,NN,day
,,NN,vigilante
,,IN,by
,,NN,night
,,NN,matt
,,NN,murdock
,,VBZ,fights
,,DT,the
,,NN,crime
,,IN,of
,,JJ,new
,,NN,york
,,IN,as
,,NN,daredevil
Dark,SENTENCE  #88,DT,a
,,NN,family
,,NN,saga
,,IN,with
,,DT,a
,,JJ,supernatural
,,NN,twist
,,VBN,set
,,IN,in
,,DT,a
,,JJ,german
,,NN,town
,,WRB,where
,,DT,the
,,NN,disappearance
,,IN,of
,,CD,two
,,JJ,young
,,NNS,children
,,VBZ,exposes
,,DT,the
,,NNS,relationships
,,IN,among
,,CD,four
,,NNS,families
Boku no hîrô akademia,SENTENCE  #89,DT,a
,,NN,superhero
,,VBG,loving
,,NN,boy
,,IN,without
,,DT,any
,,NNS,powers
,,VBZ,is
,,VBN,determined
,,TO,to
,,VB,enroll
,,IN,in
,,DT,a
,,JJ,prestigious
,,NN,hero
,,NN,academy
,,CC,and
,,VB,learn
,,WP,what
,,PRP,it
,,RB,really
,,VBZ,means
,,TO,to
,,VB,be
,,DT,a
,,NN,hero
Cobra Kai,SENTENCE  #90,NNS,decades
,,IN,after
,,PRP$,their
,,CD,1984
,,DT,all
,,NN,valley
,,VB,karate
,,NN,tournament
,,IN,bout
,,DT,a
,,JJ,middle
,,VBN,aged
,,NN,daniel
,,NN,larusso
,,CC,and
,,JJ,johnny
,,NN,lawrence
,,VBP,find
,,PRP,themselves
,,JJ,martial
,,NNS,arts
,,NNS,rivals
,,RB,again
 Kingdom,SENTENCE  #91,NN,tragedy
,,NN,betrayal
,,CC,and
,,DT,a
,,JJ,mysterious
,,NN,discovery
,,NN,fuel
,,DT,a
,,NN,woman
,,NN,s
,,NN,vengeance
,,IN,for
,,DT,the
,,NN,loss
,,IN,of
,,PRP$,her
,,NN,tribe
,,CC,and
,,NN,family
,,IN,in
,,DT,this
,,JJ,special
,,NN,episode
,,IN,of
,,NN,kingdom
Gotham,SENTENCE  #92,DT,the
,,NN,story
,,IN,behind
,,JJ,detective
,,NNS,james
,,VBP,gordon
,,JJ,s
,,NN,rise
,,TO,to
,,NN,prominence
,,IN,in
,,JJ,gotham
,,NN,city
,,IN,in
,,DT,the
,,NNS,years
,,IN,before
,,NN,batman
,,NN,s
,,NN,arrival
Billions,SENTENCE  #93,JJ,u
,,NN,s
,,NN,attorney
,,NN,chuck
,,NN,rhoades
,,VBZ,goes
,,IN,after
,,NN,hedge
,,NN,fund
,,NN,king
,,NN,bobby
,,NN,axe
,,NN,axelrod
,,IN,in
,,DT,a
,,NN,battle
,,IN,between
,,CD,two
,,JJ,powerful
,,JJ,new
,,NN,york
,,NNS,figures
Agents of S.H.I.E.L.D.,SENTENCE  #94,DT,the
,,NNS,missions
,,IN,of
,,DT,the
,,JJ,strategic
,,NN,homeland
,,NN,intervention
,,NN,enforcement
,,CC,and
,,NNS,logistics
,,NN,division
Don't Breathe,SENTENCE  #95,VBG,hoping
,,TO,to
,,VB,walk
,,RB,away
,,IN,with
,,DT,a
,,JJ,massive
,,NN,fortune
,,DT,a
,,NN,trio
,,IN,of
,,NNS,thieves
,,VBP,break
,,IN,into
,,DT,the
,,NN,house
,,IN,of
,,DT,a
,,JJ,blind
,,NN,man
,,WP,who
,,VBZ,isn
,,NN,t
,,RB,as
,,NN,helpless
,,IN,as
,,PRP,he
,,VBZ,seems
The Ice Road,SENTENCE  #96,IN,after
,,DT,a
,,JJ,remote
,,NN,diamond
,,NN,mine
,,NNS,collapses
,,IN,in
,,RB,far
,,JJ,northern
,,VBP,canada
,,DT,a
,,JJ,big
,,NN,rig
,,NN,ice
,,NN,road
,,NN,driver
,,MD,must
,,VB,lead
,,DT,an
,,JJ,impossible
,,NN,rescue
,,NN,mission
,,IN,over
,,DT,a
,,JJ,frozen
,,NN,ocean
,,TO,to
,,VB,save
,,DT,the
,,JJ,trapped
,,NNS,miners
Arrow,SENTENCE  #97,VBN,spoiled
,,NN,billionaire
,,NN,playboy
,,NN,oliver
,,NN,queen
,,VBZ,is
,,VBG,missing
,,CC,and
,,VBN,presumed
,,JJ,dead
,,WRB,when
,,PRP$,his
,,NN,yacht
,,VBZ,is
,,VBN,lost
,,IN,at
,,NN,sea
,,PRP,he
,,VBZ,returns
,,CD,five
,,NNS,years
,,RB,later
,,DT,a
,,VBN,changed
,,NN,man
,,VBN,determined
,,TO,to
,,VB,clean
,,RP,up
,,DT,the
,,NN,city
,,IN,as
,,DT,a
,,JJ,hooded
,,NN,vigilante
,,VBN,armed
,,IN,with
,,DT,a
,,NN,bow
Orange Is the New Black,SENTENCE  #98,VBN,convicted
,,IN,of
,,DT,a
,,NN,decade
,,JJ,old
,,NN,crime
,,IN,of
,,VBG,transporting
,,NN,drug
,,NN,money
,,TO,to
,,DT,an
,,JJ,ex
,,NN,girlfriend
,,RB,normally
,,NN,law
,,VBG,abiding
,,JJ,piper
,,NN,chapman
,,VBZ,is
,,VBN,sentenced
,,TO,to
,,DT,a
,,NN,year
,,CC,and
,,DT,a
,,NN,half
,,IN,behind
,,NNS,bars
,,TO,to
,,VB,face
,,DT,the
,,NN,reality
,,IN,of
,,WRB,how
,,NN,life
,,VBG,changing
,,NN,prison
,,MD,can
,,RB,really
,,VB,be
Gossip Girl,SENTENCE  #99,VBN,privileged
,,NNS,teens
,,VBG,living
,,IN,on
,,DT,the
,,JJ,upper
,,JJ,east
,,NN,side
,,IN,of
,,JJ,new
,,NN,york
,,MD,can
,,VB,hide
,,DT,no
,,NN,secret
,,IN,from
,,DT,the
,,NN,ruthless
,,NN,blogger
,,WP,who
,,VBZ,is
,,RB,always
,,VBG,watching
Bridgerton,SENTENCE  #100,NN,wealth
,,NN,lust
,,CC,and
,,NN,betrayal
,,VBN,set
,,IN,against
,,DT,the
,,NN,backdrop
,,IN,of
,,NN,regency
,,NN,era
,,NN,england
,,VBN,seen
,,IN,through
,,DT,the
,,NNS,eyes
,,IN,of
,,DT,the
,,JJ,powerful
,,NN,bridgerton
,,NN,family
The Kominsky Method,SENTENCE  #101,DT,an
,,VBG,aging
,,NN,actor
,,WP,who
,,RB,long
,,RB,ago
,,VBD,enjoyed
,,DT,a
,,NN,brush
,,IN,with
,,NN,fame
,,VBZ,makes
,,PRP$,his
,,NN,living
,,IN,as
,,DT,an
,,JJ,acting
,,NN,coach
Homeland,SENTENCE  #102,DT,a
,,JJ,bipolar
,,NN,cia
,,JJ,operative
,,NNS,becomes
,,VBD,convinced
,,DT,a
,,NN,prisoner
,,IN,of
,,NN,war
,,VBZ,has
,,VBN,been
,,VBN,turned
,,IN,by
,,JJ,al
,,NN,qaeda
,,CC,and
,,VBZ,is
,,VBG,planning
,,TO,to
,,VB,carry
,,RP,out
,,DT,a
,,JJ,terrorist
,,NN,attack
,,IN,on
,,JJ,american
,,NN,soil
Riverdale,SENTENCE  #103,IN,while
,,VBG,navigating
,,DT,the
,,JJ,troubled
,,NNS,waters
,,IN,of
,,NN,romance
,,NN,school
,,CC,and
,,NN,family
,,NN,archie
,,CC,and
,,PRP$,his
,,NN,gang
,,NN,become
,,VBD,entangled
,,IN,in
,,JJ,dark
,,NN,riverdale
,,NNS,mysteries
Sherlock,SENTENCE  #104,DT,a
,,JJ,modern
,,JJ,update
,,VBZ,finds
,,DT,the
,,JJ,famous
,,NN,sleuth
,,CC,and
,,PRP$,his
,,NN,doctor
,,NN,partner
,,VBG,solving
,,NN,crime
,,IN,in
,,JJ,21st
,,NN,century
,,NN,london
La cocinera de Castamar,SENTENCE  #105,VBN,set
,,IN,in
,,JJ,early
,,JJ,18th
,,NN,century
,,VBD,madrid
,,DT,the
,,NN,plot
,,VBZ,follows
,,DT,the
,,NN,love
,,NN,story
,,IN,between
,,DT,an
,,JJ,agoraphobic
,,NN,cook
,,CC,and
,,DT,a
,,JJ,widowed
,,NN,nobleman
Queen of the South,SENTENCE  #106,NN,teresa
,,NNS,flees
,,VBP,mexico
,,IN,after
,,PRP$,her
,,NN,drug
,,NN,runner
,,NN,boyfriend
,,VBZ,is
,,VBN,murdered
,,VBG,settling
,,IN,in
,,NN,dallas
,,PRP,she
,,VBZ,looks
,,TO,to
,,VB,become
,,DT,the
,,NN,country
,,VBD,s
,,VBG,reigning
,,NN,drug
,,NN,smuggler
,,CC,and
,,TO,to
,,VB,avenge
,,PRP$,her
,,NN,lover
,,NN,s
,,NN,murder
CSI: Crime Scene Investigation,SENTENCE  #107,NN,series
,,VBG,following
,,DT,an
,,JJ,elite
,,NN,team
,,IN,of
,,NN,police
,,JJ,forensic
,,NN,evidence
,,NN,investigation
,,NNS,experts
,,IN,as
,,PRP,they
,,VBP,work
,,PRP$,their
,,NNS,cases
,,IN,in
,,NN,las
,,NN,vegas
The Umbrella Academy,SENTENCE  #108,DT,a
,,NN,family
,,IN,of
,,JJ,former
,,NN,child
,,NNS,heroes
,,RB,now
,,VBP,grown
,,RB,apart
,,MD,must
,,VB,reunite
,,TO,to
,,VB,continue
,,TO,to
,,VB,protect
,,DT,the
,,NN,world
Supergirl,SENTENCE  #109,DT,the
,,NNS,adventures
,,IN,of
,,JJ,superman
,,NN,s
,,NN,cousin
,,IN,in
,,PRP$,her
,,JJ,own
,,NN,superhero
,,NN,career
BoJack Horseman,SENTENCE  #110,NN,bojack
,,NN,horseman
,,VBD,was
,,DT,the
,,NN,star
,,IN,of
,,DT,the
,,NN,hit
,,NN,television
,,NN,show
,,NN,horsin
,,IN,around
,,IN,in
,,DT,the
,,CD,80s
,,CC,and
,,CD,90s
,,CC,but
,,RB,now
,,PRP,he
,,VBZ,s
,,VBD,washed
,,RP,up
,,NN,living
,,IN,in
,,NN,hollywood
,,VBG,complaining
,,IN,about
,,NN,everything
,,CC,and
,,VBG,wearing
,,JJ,colorful
,,NNS,sweaters
The Lord of the Rings: The Fellowship of the Ring,SENTENCE  #111,DT,a
,,JJ,meek
,,NN,hobbit
,,IN,from
,,DT,the
,,NN,shire
,,CC,and
,,CD,eight
,,NNS,companions
,,VBN,set
,,RP,out
,,IN,on
,,DT,a
,,NN,journey
,,TO,to
,,VB,destroy
,,DT,the
,,JJ,powerful
,,CD,one
,,NN,ring
,,CC,and
,,VB,save
,,JJ,middle
,,NN,earth
,,IN,from
,,DT,the
,,NN,dark
,,NN,lord
,,NN,sauron
I Think You Should Leave with Tim Robinson,SENTENCE  #112,IN,in
,,DT,this
,,JJ,new
,,NN,sketch
,,NN,show
,,JJ,tim
,,NN,robinson
,,CC,and
,,NNS,guests
,,VBP,spend
,,DT,each
,,NN,segment
,,VBG,driving
,,NN,someone
,,TO,to
,,DT,the
,,NN,point
,,IN,of
,,VBG,needing
,,CC,or
,,RB,desperately
,,VBG,wanting
,,TO,to
,,VB,leave
South Park,SENTENCE  #113,VBZ,follows
,,DT,the
,,NNS,misadventures
,,IN,of
,,CD,four
,,NN,irreverent
,,NN,grade
,,NNS,schoolers
,,IN,in
,,DT,the
,,JJ,quiet
,,JJ,dysfunctional
,,NN,town
,,IN,of
,,JJ,south
,,NN,park
,,NN,colorado
Once Upon a Time,SENTENCE  #114,DT,a
,,JJ,young
,,NN,woman
,,IN,with
,,DT,a
,,JJ,troubled
,,NN,past
,,VBZ,is
,,VBN,drawn
,,TO,to
,,DT,a
,,JJ,small
,,NN,town
,,IN,in
,,NN,maine
,,WRB,where
,,NN,fairy
,,NNS,tales
,,VBP,are
,,TO,to
,,VB,be
,,VBN,believed
Star Trek: Discovery,SENTENCE  #115,CD,ten
,,NNS,years
,,IN,before
,,NN,kirk
,,NN,spock
,,CC,and
,,DT,the
,,NN,enterprise
,,DT,the
,,JJ,uss
,,NN,discovery
,,VBZ,discovers
,,JJ,new
,,NNS,worlds
,,CC,and
,,NNS,lifeforms
,,IN,as
,,CD,one
,,NN,starfleet
,,NN,officer
,,VBZ,learns
,,TO,to
,,VB,understand
,,DT,all
,,NNS,things
,,VBP,alien
Teen Wolf,SENTENCE  #116,DT,an
,,JJ,average
,,JJ,high
,,NN,school
,,NN,student
,,CC,and
,,PRP$,his
,,JJS,best
,,NN,friend
,,NN,get
,,VBN,caught
,,RP,up
,,IN,in
,,DT,some
,,NN,trouble
,,VBG,causing
,,PRP,him
,,TO,to
,,VB,receive
,,DT,a
,,NN,werewolf
,,NN,bite
,,IN,as
,,DT,a
,,NN,result
,,PRP,they
,,VBP,find
,,PRP,themselves
,,IN,in
,,DT,the
,,NN,middle
,,IN,of
,,DT,all
,,NNS,sorts
,,IN,of
,,NN,dramas
,,IN,in
,,NN,beacon
,,NNS,hills
How to Get Away with Murder,SENTENCE  #117,DT,a
,,NN,group
,,IN,of
,,JJ,ambitious
,,NN,law
,,NNS,students
,,CC,and
,,PRP$,their
,,JJ,brilliant
,,JJ,criminal
,,NN,defense
,,NN,professor
,,VBP,become
,,VBN,involved
,,IN,in
,,DT,a
,,JJ,twisted
,,NN,murder
,,NN,plot
,,WDT,that
,,VBZ,promises
,,TO,to
,,VB,change
,,DT,the
,,NN,course
,,IN,of
,,PRP$,their
,,NNS,lives
Star Trek: Deep Space Nine,SENTENCE  #118,IN,in
,,DT,the
,,NN,vicinity
,,IN,of
,,DT,the
,,JJ,liberated
,,NN,planet
,,IN,of
,,NN,bajor
,,DT,the
,,NN,federation
,,NN,space
,,NN,station
,,JJ,deep
,,NN,space
,,CD,nine
,,NNS,guards
,,DT,the
,,NN,opening
,,IN,of
,,DT,a
,,JJ,stable
,,NN,wormhole
,,TO,to
,,DT,the
,,RB,far
,,NN,side
,,IN,of
,,DT,the
,,NN,galaxy
Seinfeld,SENTENCE  #119,DT,the
,,VBG,continuing
,,NNS,misadventures
,,IN,of
,,JJ,neurotic
,,JJ,new
,,NN,york
,,NN,city
,,VBP,stand
,,RP,up
,,JJ,comedian
,,NN,jerry
,,NN,seinfeld
,,CC,and
,,PRP$,his
,,RB,equally
,,JJ,neurotic
,,JJ,new
,,NN,york
,,NN,city
,,NNS,friends
Spartacus: Blood and Sand,SENTENCE  #120,DT,the
,,NN,life
,,IN,of
,,NN,spartacus
,,DT,the
,,NN,gladiator
,,WP,who
,,VBP,lead
,,DT,a
,,NN,rebellion
,,IN,against
,,DT,the
,,NNS,romans
,,IN,from
,,PRP$,his
,,NN,time
,,IN,as
,,DT,an
,,NN,ally
,,IN,of
,,DT,the
,,NNS,romans
,,TO,to
,,PRP$,his
,,NN,betrayal
,,CC,and
,,VBG,becoming
,,DT,a
,,NN,gladiator
,,TO,to
,,DT,the
,,NN,rebellion
,,PRP,he
,,VBZ,leads
,,CC,and
,,PRP$,its
,,JJ,ultimate
,,NN,outcome
Hawaii Five-0,SENTENCE  #121,NNS,steve
,,VBP,mcgarrett
,,VBZ,returns
,,NN,home
,,TO,to
,,VB,oahu
,,IN,in
,,NN,order
,,TO,to
,,VB,find
,,PRP$,his
,,NN,father
,,NN,s
,,VBD,killer
,,DT,the
,,NN,governor
,,VBZ,offers
,,PRP,him
,,DT,the
,,NN,chance
,,TO,to
,,VB,run
,,PRP$,his
,,JJ,own
,,NN,task
,,NN,force
,,CD,five
,,CD,0
Good Witch,SENTENCE  #122,JJ,good
,,NN,witch
,,MD,will
,,VB,take
,,NNS,viewers
,,IN,on
,,DT,a
,,JJ,new
,,JJ,magical
,,NN,journey
,,IN,with
,,JJ,cassie
,,NN,nightingale
,,CC,and
,,PRP$,her
,,NN,daughter
,,NN,grace
,,WRB,when
,,NN,dr
,,NN,sam
,,NN,radford
,,VBZ,moves
,,IN,in
,,JJ,next
,,NN,door
,,TO,to
,,VB,grey
,,NN,house
,,IN,with
,,PRP$,his
,,NN,son
,,PRP,they
,,VBP,are
,,VBN,charmed
,,IN,by
,,DT,the
,,JJ,magical
,,NN,mother
,,NN,daughter
,,NN,duo
The Sinner,SENTENCE  #123,NN,anthology
,,NN,series
,,WDT,that
,,VBZ,examines
,,WRB,how
,,CC,and
,,WRB,why
,,JJ,ordinary
,,NNS,people
,,VBP,commit
,,JJ,brutal
,,NNS,crimes
Arrested Development,SENTENCE  #124,NN,level
